"","chromosome","position","p.value.none","p.value.all","p.value.sva","coefficient.none","coefficient.all","coefficient.sva"
"cg17619755","chr6",31760629,2.04229564649297e-07,8.22680763667754e-10,0.0121330885673838,0.0445099292109561,0.0493306460002704,0.0175774155159735
"cg17933224","chr19",42774330,0.00102937195222448,0.000108328072318134,0.0122636188240123,-0.0214356475358441,-0.0222372702592156,-0.0148345347078997
"cg02583484","chr12",54677008,3.25837845132429e-09,3.12466724055971e-11,0.0122659867113048,-0.0313968012882107,-0.030591937199429,-0.010597245173542
"cg15420926","chr8",132929147,0.00073851711020204,2.38809664699229e-05,0.0122948859460242,-0.0330648200523396,-0.0296297781446811,-0.0166553209567157
"cg24404329","chr7",115849899,0.0183935850550832,0.000138628051538041,0.0123179314777596,0.00926897185300521,0.0123914380898865,0.00792032480566706
"cg05401069","chr18",21572634,0.0354253466992207,0.000240983459805211,0.0125479279069587,-0.0145418747308298,-0.0130020128402298,-0.0101704149315962
"cg27369423","chr16",56228901,0.400533403826408,0.000251330299154653,0.0125694432802482,0.00977807746820422,0.0180091091669844,0.0131256918133495
"cg27478707","chr6",32909781,0.00315186363907848,0.000192538233356069,0.0128783530929818,-0.008128293336177,-0.0101361982627631,-0.00734150618001588
"cg02708705","chr17",74264300,0.00231383958271501,0.00012882181972441,0.0129340489527449,-0.0140783159866459,-0.0129139575714249,-0.00670025352841761
"cg17759224","chr1",235098018,0.00166328242070333,2.09732699376964e-07,0.01298886887843,-0.0258727830610712,-0.0205763451737698,-0.0100987511419551
"cg07208825","chr2",73871855,0.0139015003570167,6.43321652832553e-05,0.0130202907909526,0.0170395766226204,0.0226015360947855,0.0152168898003883
"cg17855101","chr22",30122327,2.84203503025353e-05,0.000221775789400725,0.0130444022180683,0.0194251464335513,0.0152099500090195,0.0119181112292727
"cg24556382","chr4",174173455,1.39174855950742e-08,5.92972434153886e-07,0.0131245630099067,-0.0557949360000233,-0.0481563631367651,-0.018554988282401
"cg23029573","chr15",26348105,1.50707746504687e-05,0.000111741991246202,0.0134823329911607,0.0136457949605403,0.0115361810578592,0.00591601191185554
"cg18132076","chr6",1970710,3.92203099429791e-05,2.3102640526529e-06,0.0135932040313051,0.0248947876911898,0.0283484106144117,0.0171120889133679
"cg13112511","chr5",58882753,7.13991189652319e-06,2.24275975801245e-05,0.0136863911271644,0.00674222533461236,0.00588656786795532,0.00281674139802748
"cg24842354","chr1",2004057,0.0664265499184076,0.000167893732310382,0.0140056217855803,-0.0136060318081013,-0.0224514400510419,-0.0148714008267642
"cg14194397","chr18",47015710,0.0978023563469864,0.00010203856342192,0.0140714070579269,-0.00987544797566542,-0.017300304163732,-0.00814617170140255
"cg00512459","chr15",88266173,0.000234037850242916,1.69877641784451e-05,0.0144932599159959,-0.0206310929734732,-0.0206266119708589,-0.0105356148085154
"cg00103448","chr17",46600533,0.000325038146891907,0.0105505616338495,0.0145077838610458,0.00741760488600272,0.00519733936633639,0.00349388375539167
"cg00911794","chr17",1962132,0.193018628750328,3.8945238721472e-05,0.0145436007928643,0.0156901031052884,0.0283117110233643,0.0162842636226675
"cg07520810","chr10",63809149,0.0462277046414834,0.000378755234844428,0.0146949722450719,-0.0134963467405662,-0.0173829868573814,-0.0107995462634826
"cg25214310","chr3",149934218,0.00029141344659754,0.00218885386928863,0.0148115153424934,0.0156861243921359,0.0090847418593196,0.00829658327920581
"cg23781467","chr6",31760233,3.11086536647289e-06,4.74601380777797e-07,0.0148371995932127,0.0269592694240093,0.0246053884718722,0.0100589279581925
"cg07286341","chr5",176923805,0.000241846544010851,0.000329189578259226,0.0148493377007125,-0.0202642699009217,-0.0122239522368762,-0.00751999250751371
"cg04137490","chr8",25176732,5.45099729397451e-07,8.4980326134873e-06,0.0149356613884754,0.0122160193732914,0.00972759585466271,0.00672689357079086
"cg00246451","chr1",155949012,2.00260585945509e-05,2.14025837486978e-05,0.0150800249761292,-0.00521009096187157,-0.00488456290533324,-0.00228305810407774
"cg17691545","chr4",87770586,0.00014381422042775,0.013398581625871,0.0151541982886417,0.0041079748277538,0.00259990448634849,0.00246750374035932
"cg19905630","chr1",149721664,2.73861649073251e-06,0.000204099382406571,0.0152908962592558,-0.0269430226594876,-0.0204536729723451,-0.0125318498318274
"cg08802607","chr3",10380471,0.186600804396503,0.000122540375941547,0.0157032476528268,0.00810917286356272,0.0168791630521762,0.00972352536683508
"cg01020987","chr1",3816166,0.000909017917161122,8.4400079276506e-05,0.0157501198269468,-0.0199974176090957,-0.0195110450211344,-0.0112050347509649
"cg15554421","chr3",99792561,0.000302597323977855,0.0118301086600349,0.0158239671729426,-0.0187228280312835,-0.00860294932012657,-0.00750488002792759
"cg04861271","chr14",23789531,0.000745920089392012,0.000123333616249296,0.0158497611500393,0.0167085718878453,0.0196552272736494,0.0146638899450657
"cg21698310","chr17",48224718,7.82133688938826e-05,5.71567606924576e-06,0.0158835833424615,-0.0167560832006098,-0.0156937859461575,-0.00751157598082745
"cg00445824","chr19",18548929,0.000402094507648226,2.75264301073947e-05,0.0159717610135518,0.00942355272235532,0.0104571696131306,0.00643918082995344
"cg22770911","chr10",8101307,7.33488050816649e-05,0.013480774995304,0.0160117480228831,-0.0193507786128282,-0.0104711704394622,-0.00933431532799553
"cg05194346","chr15",101305443,0.000117662110216645,1.84416628479767e-08,0.0161529336950948,0.0418850511594489,0.0463874071793849,0.0178387624687781
"cg21335958","chr15",41254710,0.000256921182981147,0.00509780148683348,0.0162814180864221,0.00962754862872422,0.00732368228663452,0.00497276461765694
"cg20433952","chr17",55607898,0.00347840012421405,5.85646822459857e-05,0.016345056132001,0.017153012667272,0.0227309270646819,0.0140073469625844
"cg23510258","chr17",80840821,0.000903005759219839,0.00027652114345584,0.0165511236745083,0.0305503548882645,0.0216751369921221,0.0125884693121644
"cg04774770","chr5",754668,0.228390925194638,0.000353198389094172,0.0166301507877206,-0.00768385692879408,-0.0131995402063609,-0.00826285762962669
"cg15636519","chr2",191894418,1.97124776729211e-05,0.000197663206512869,0.0166304371486745,-0.0126668090734383,-0.010322301392889,-0.00550790003375267
"cg00476617","chr10",18492374,3.60236811842432e-06,0.000317571306582829,0.01693649355166,0.0253313601012633,0.0202746949460173,0.0143452634672629
"cg17869799","chr1",1197095,0.00556625551035639,0.000243277128428595,0.0170420556013011,-0.0181147478294785,-0.0226724155425613,-0.0162150760507155
"cg03274391","chr3",22413232,7.10718838661972e-05,1.89314358015277e-05,0.0171096677860921,0.094249741334514,0.100375215499397,0.0482504153379678
"cg06532880","chr5",176731545,0.00126541282808947,6.02708165330469e-06,0.017165997410968,-0.0182183884372463,-0.0202467610601563,-0.00994129814837716
"cg18086868","chr1",220463627,0.000281869660768845,0.000201739843293025,0.0171770807285788,-0.0320999802693714,-0.0310681101552014,-0.0226723186735053
"cg24026212","chr11",59952134,0.000197387642639564,0.00842844514149656,0.0173612572960341,0.00692877980892394,0.00425639596098022,0.00413743560121641
"cg01546857","chr14",96586842,0.000273572744249251,0.00960106051106695,0.017500220121579,0.0144501005184237,0.00998781061436801,0.00846487971878389
"cg14614563","chr10",32218901,7.53792558137621e-05,3.01475452924261e-05,0.0175017624336067,-0.0063041607973921,-0.00583569704826702,-0.00285659035454079
"cg03683250","chr15",66085298,9.5669505890146e-05,6.48816779755146e-05,0.0175636775085224,-0.00781150198843932,-0.0075028548803672,-0.00436532385444674
"cg25491122","chr13",67801551,8.38645729442432e-06,4.79462858961685e-05,0.017716536857941,0.0307658088716294,0.0258206498428231,0.0156997220540219
"cg00279406","chr1",226924739,0.000191514252761275,0.00184268834933461,0.0177893436614024,-0.0116085655632366,-0.00882042922042807,-0.00491161011630414
"cg26937798","chr16",27326054,4.72581222067409e-07,2.03243897913538e-05,0.0182004824646534,-0.00581501343440174,-0.00525275740084836,-0.00284024348429157
"cg08866634","chr5",175962338,9.28742089485418e-05,3.92434601826285e-05,0.0183460257227412,-0.0162153332481183,-0.0153955389630567,-0.00843144984210769
"cg27512513","chr8",119268828,0.000191374207625963,0.000993443694738986,0.0184257705623465,0.00737766265390938,0.00551241324398347,0.00337999953922186
"cg05442717","chr17",38511950,1.95639153793494e-05,0.00142331811659213,0.0185275807112119,0.0168819657280952,0.0126202879259134,0.00885242933939843
"cg02714303","chr13",76334728,0.0671568707581841,0.00018352113153357,0.0186649996124992,0.0140539949791908,0.0240209174296585,0.013025281224419
"cg00923744","chr1",230204526,1.77954721814912e-05,0.00847091702161443,0.0187646249064628,-0.0209038413546797,-0.0120654169929199,-0.0116204991655243
"cg17814814","chr1",222060676,9.65926504009378e-05,2.8162513194693e-05,0.0188051660635668,0.0184578766619409,0.0165721214859657,0.010053527934759
"cg05379350","chr17",27917157,5.9457557241955e-05,8.4119318888761e-05,0.0190919807426102,-0.0197749840140278,-0.0180084891863953,-0.00852383922174777
"cg25046651","chr8",67345006,0.00615011876861828,0.000298627181972004,0.0190942753890524,0.00507302469931763,0.00619858751187806,0.00414323497540891
"cg26140475","chr8",126525558,6.92566745742813e-05,3.72867739656634e-06,0.0192499151652639,-0.0211741266810725,-0.0159755337828711,-0.00699406519803566
"cg10062919","chr17",38503802,4.04284272508148e-05,7.32314018070122e-06,0.0193208088058166,-0.0159982945424136,-0.014033624066462,-0.00694430451169548
"cg16558846","chr14",106373308,0.000114200821337488,0.000699926046215838,0.0193416360405252,-0.0480435946647318,-0.0412750354557876,-0.0315435413658766
"cg01702009","chr6",42883762,0.000935636276946141,8.84976757059012e-05,0.0193867005763711,0.0173971948482149,0.015475794102007,0.0093503816236325
"cg08203886","chr4",175135604,0.000258613467202661,0.0102644767116099,0.0196089903575518,-0.0145252372886824,-0.00987504646153925,-0.00926265691499014
"cg15187398","chr19",2093896,7.10833177565281e-06,0.000866770495654519,0.0199496193346397,-0.0346809244735281,-0.0266068258116703,-0.0132807777045238
"cg00541303","chr1",208962374,1.23464892317669e-06,6.25265905291703e-07,0.0199524849412933,-0.0319196432825495,-0.0302671810067398,-0.0136169258148398
"cg07180646","chr1",15481541,2.47171796975487e-05,0.000398733003309915,0.0202305948144797,-0.0344864713618299,-0.0255759820150805,-0.0186857968730097
"cg08170294","chr17",74134843,0.000394639751199627,0.000205687911207855,0.0202524041772934,0.0082451704251676,0.00781263863134202,0.00603718139297763
"cg02477579","chr19",16940015,0.00146155322653759,8.08644630410546e-05,0.0207079151157454,-0.00366512750208873,-0.00377490444685787,-0.00299423549380809
"cg00336149","chr3",53700195,0.00814392594961604,0.000122570203439535,0.0207087546410291,0.0244913531249099,0.0313767867062136,0.0195653752905658
"cg10389138","chr2",85998068,0.330678980829507,0.000369080562468407,0.0207290510260611,-0.00617935104084132,-0.0144012951777871,-0.00770311877661004
"cg17087741","chr2",233283010,0.000133773759718538,0.000205794236223775,0.0208199189407137,-0.0289149126891991,-0.0271924471128943,-0.0165955167348718
"cg03752977","chr8",144330404,0.128956027227203,1.76500381521289e-06,0.0210243587596449,-0.0110668663924479,-0.0236834033401007,-0.00997988874173088
"cg16399368","chr16",85517462,0.0730914460971837,7.05871929772237e-06,0.0211253916413855,-0.00528852572032851,-0.00945849756056623,-0.00519148191357845
"cg02532700","chr22",37257404,4.10515087720643e-05,3.40297224016766e-06,0.021134967398734,-0.0313139321192731,-0.032873802397846,-0.0148711237273868
"cg10257471","chr16",83933961,0.000329513875708445,0.00214727667340113,0.0211901228280177,0.00683245534052634,0.00620856419977437,0.00395690317502923
"cg24137448","chr17",46189113,0.407957854891819,4.11840629703217e-05,0.0212551469282424,-0.00838308740181876,-0.0186166108480361,-0.00885293776641844
"cg16389209","chr10",63809121,0.737078258051696,2.36567726988842e-05,0.0214367795255282,-0.00270969795294873,-0.0148692338134768,-0.00961851789512609
"cg01521250","chr11",62539321,1.81920810608153e-05,0.000103779602618412,0.0216654656945631,-0.00527569275861747,-0.00465384769331691,-0.00263872639622339
"cg15963913","chr14",104196003,0.000120897242872263,1.73490882796652e-07,0.0217935996414865,0.0275575713368208,0.0301370121188682,0.012406121123094
"cg03139435","chr20",54966401,0.0460450503257352,1.58447944647455e-05,0.0219709930519481,-0.0176247485851327,-0.018889783165173,-0.00769058366252723
"cg06439941","chr7",93550756,0.00367567293342553,0.00020031853075559,0.0223733339906771,0.0178246182690516,0.01963778132603,0.0131894447976719
"cg21215820","chr17",6977901,0.000319511889988892,0.0211262320220789,0.0225110495561341,0.0135873075337553,0.00831852874397972,0.00619509840972184
"cg11816838","chr3",150484093,0.0136505926179592,0.000226227214557775,0.0227888949956797,-0.00768879035705095,-0.0103141591881494,-0.00667910075833892
"cg27332104","chr15",52386161,0.00247834354152965,1.28921554680803e-05,0.023026727414044,0.0227118327934877,0.0257548275943752,0.0136538742537616
"cg02985540","chr13",46964186,3.9116160598628e-06,1.92974686539276e-05,0.0233007747623369,-0.0287779205945202,-0.0217571166159705,-0.0106518972320322
"cg11463428","chr15",32607260,0.000364338715480777,0.00570291843622396,0.0236053504260004,0.0180523967028278,0.0149757652903456,0.00979251562325068
"cg08249988","chr19",19322818,0.272749983138611,0.000289850465359915,0.0238890659225721,0.00348518310403134,0.00772424239741626,0.00451835226020653
"cg24234270","chr7",2152821,0.263502672282536,4.90096919638886e-05,0.0239138836908528,0.0111336288653731,0.0214943544060217,0.0103124942309568
"cg03416645","chr3",105087206,0.000654613741859365,2.93895883527388e-05,0.0239951915067403,-0.00393147471553323,-0.00412203089845787,-0.00248574389836679
"cg08482359","chr7",622834,0.00123209410251509,0.000110294801134426,0.0240525827220978,-0.00463153817664205,-0.00549083971474845,-0.00364735377656034
"cg14370448","chr16",30103978,0.000471883705744489,0.000134839030052608,0.0246948596264416,-0.00518480836292912,-0.00451767609251754,-0.00340440851448905
"cg02186444","chr17",73120977,9.84033590010582e-07,9.48808386121592e-08,0.0247839078401692,0.0272460902602001,0.0261113930959836,0.0104035077308348
"cg26497399","chr12",48215165,6.56978702598429e-05,0.000179925266139578,0.0249323240908375,0.0108971237321745,0.00939759506419242,0.00627238796137002
"cg07151117","chr8",29204954,8.88001777513774e-05,2.99271436599787e-05,0.0250631065416016,-0.0189813291049431,-0.0123976603655886,-0.00578977511259071
"cg04586126","chr5",176734633,0.000638686701387159,1.77527976150837e-05,0.0253636214784195,-0.0313587419104812,-0.0220338467170829,-0.0104875647397427
"cg20654468","chr11",58342997,0.00210775307391264,0.00031140247250138,0.0253935129297597,-0.0124890600208788,-0.00991232848856696,-0.00610900616252202
"cg13787850","chr9",102195951,0.000550284571099981,2.25225209503674e-07,0.0255702708671782,-0.0262404233794056,-0.0338413395562771,-0.0125402320963799
"cg02745045","chr17",63150820,0.000384024065568471,4.0689299630694e-05,0.0256893316039503,-0.0166865285439082,-0.0169481020862947,-0.009594571307643
"cg24374013","chr3",10453037,0.327111637814668,5.56824793050583e-05,0.0266736483641386,-0.00784443179781967,-0.01731936420307,-0.00861710250242158
"cg06442240","chr16",19129228,0.00169834543101426,3.53348057914401e-05,0.026734311759234,-0.0422696972814947,-0.0521480774431548,-0.0233525472326068
"cg24766030","chr17",34311861,0.023371227421265,1.11819835615337e-05,0.0267433369306642,-0.00978083390234034,-0.0127439531849483,-0.00622586038324002
"cg21381845","chr7",642127,0.234693112281398,0.000109639038420417,0.0276620422819549,-0.00748330604532137,-0.0165861327980858,-0.00825315513937397
"cg23474890","chr12",122467179,0.000148361902771226,0.0071934442266524,0.0278145652588124,0.0424480625891789,0.0220123866901413,0.0196008105519959
"cg16178855","chr20",56269979,3.29587716650194e-06,0.000454704931660893,0.0278248740694966,0.0179568092571203,0.0123661752332729,0.00799054299208353
"cg19120389","chr11",117686162,0.000104689421942127,0.000491173956561468,0.0281286810246348,-0.00400129834485297,-0.00356678278150617,-0.00245568887087536
